basin,NSE,MSE,RMSE,KGE,Alpha-NSE,Pearson-r,Beta-NSE,Peak-Timing,Missed-Peaks
1139000,0.609330654,1.391450524,1.179597611,0.585476286,0.645404994,0.797673871,-0.061376724,1,0
1350080,0.446690083,3.900621414,1.974999092,0.393434859,0.472236574,0.710942196,-0.042051733,1.052631579,0.104166667
3140000,0.352979839,1.838016033,1.3557345,0.375357404,0.544460535,0.602419335,0.081055477,1.045454545,0.107142857
4105700,0.609298289,0.06508591,0.255119404,0.475883668,0.493851572,0.864069996,-0.016031807,1.074074074,0.19047619
4196800,0.633674443,1.360835314,1.166548462,0.568805428,0.65833956,0.81568724,0.083143644,1,0.056603774
8109700,0.444524229,0.952004731,0.975707298,0.398773747,0.897207201,0.703227567,-0.111250877,1,0.543478261
8175000,0.454581261,1.973218203,1.404712854,0.27543036,0.621424139,0.682323474,-0.085295454,1,0.403846154
9210500,0.600060135,0.121781893,0.348972625,0.5374373,0.749263525,0.819059709,0.256762862,1.111111111,0.333333333
10336645,0.765944079,4.167391777,2.04141906,0.851690343,0.938966334,0.877837662,-0.030301616,1,0.37037037
12010000,0.378179789,91.75463867,9.578864164,0.287508974,0.419211537,0.700925796,-0.18372342,1.470588235,0.760869565
,0.52952628,10.75250445,2.028167507,0.474979837,0.644036597,0.757416685,-0.010906965,1.075385954,0.287028717
