basin,NSE,MSE,RMSE,KGE,Alpha-NSE,Pearson-r,Beta-NSE,Peak-Timing,Missed-Peaks
1139000,0.643850565,1.268500686,1.126277357,0.72071406,0.803615212,0.802619671,-0.018621672,1,0.064516129
1350080,0.504396677,3.493812323,1.869174235,0.525499012,0.6254403,0.717126174,-0.038301218,1,0.166666667
3140000,0.380352616,1.760257125,1.32674682,0.470541219,0.634801626,0.617048826,0.009029021,1,0.089285714
4105700,0.777254447,0.037106562,0.192630637,0.869853985,0.951204419,0.907524305,-0.210802943,1.037037037,0.158730159
4196800,0.666415304,1.239208698,1.113197511,0.805369735,0.92072463,0.822260032,-0.000976552,1,0.037735849
8109700,0.509257853,0.841060698,0.917093615,0.679536462,0.838898361,0.722976958,0.000254465,1,0.304347826
8175000,0.520867646,1.733407021,1.316589162,0.519028543,0.602432251,0.733569358,-0.007700115,0.818181818,0.230769231
9210500,0.946263772,0.01636271,0.127916809,0.875487095,0.87957561,0.977858968,-0.016874615,0.777777778,0.185185185
10336645,0.839109048,2.864681482,1.692536996,0.829805226,0.857349992,0.918349053,-0.023130996,1,0.111111111
12010000,0.604047686,58.42599106,7.643689623,0.566719711,0.637859941,0.797525574,-0.080661498,0.882352941,0.282608696
,0.639181561,7.168038836,1.732585277,0.686255505,0.775190234,0.801685892,-0.038778612,0.951534957,0.163095657
