basin,NSE,MSE,RMSE,KGE,Alpha-NSE,Pearson-r,Beta-NSE,Peak-Timing,Missed-Peaks
1139000,-0.263556838,4.500422001,2.121419808,,3.16E-08,,-0.513378024,3,1
1350080,-0.094856024,7.718313217,2.778185238,,2.24E-08,,-0.307987183,3,1
3140000,-0.018131971,2.892248154,1.700661093,,3.54E-08,,-0.134654686,3,1
4105700,-1.303916931,0.383803099,0.619518442,,1.46E-07,,-1.141891837,3,1
4196800,-0.011827111,3.758760691,1.938752354,,3.09E-08,,-0.108752057,3,1
8109700,-0.075673699,1.843548417,1.357773331,,4.55E-08,,0.275088549,3,1
8175000,-0.031584859,3.732072115,1.931857167,,3.13E-08,,0.177721485,3,1
9210500,-0.177332878,0.358498484,0.598747429,,1.08E-07,,0.421108991,3,1
10336645,-0.13771069,20.25706673,4.500785123,,1.41E-08,,-0.371093839,3,1
12010000,-0.351615906,199.4419556,14.12239199,,4.91E-09,,-0.5929721,3,1
,-0.246620691,24.48866885,3.167009198,#DIV/0!,4.70271E-08,#DIV/0!,-0.22968107,3,1
