basin,NSE,MSE,RMSE,KGE,Alpha-NSE,Pearson-r,Beta-NSE,Peak-Timing,Missed-Peaks
1139000,0.65107134,1.242782354,1.114801487,0.714546061,0.790458322,0.807257893,-0.01765625,1,0.048387097
1350080,0.509355634,3.458853722,1.859799377,0.515332778,0.605599642,0.724153994,-0.031436756,1,0.083333333
3140000,0.375488937,1.774073601,1.331943543,0.523031012,0.721980572,0.622448309,0.04523585,1.045454545,0.017857143
4105700,0.791020796,0.034813266,0.186583135,0.833418165,0.879449904,0.913782354,-0.206878379,1.074074074,0.111111111
4196800,0.696501851,1.127442479,1.061810943,0.768144103,0.847556531,0.835049567,0.025484746,1,0.018867925
8109700,0.551578254,0.768529713,0.876658265,0.665851961,0.798850536,0.744837034,0.01692847,1,0.043478261
8175000,0.512678206,1.763034821,1.327793215,0.531773709,0.623160899,0.722943131,-0.003481072,0.909090909,0
9210500,0.971106684,0.00879803,0.093797816,0.985148977,0.996828675,0.985512596,-0.00058323,0.777777778,0.222222222
10336645,0.827204913,3.076635838,1.754034161,0.827971884,0.855450153,0.911350829,-0.01518324,0.923076923,0.148148148
12010000,0.559014797,65.070961,8.066657362,0.482599817,0.571719944,0.789306344,-0.129019007,1.058823529,0.173913043
,0.644502141,7.832592482,1.76738793,0.684781847,0.769105518,0.805664205,-0.031658887,0.978829776,0.086731828
