basin,1,2,4,8
1139000,0.65107134,0.648894131,0.648076683,0.643619746
1350080,0.509355634,0.509997457,0.515445441,0.513560563
3140000,0.375488937,0.386111677,0.384336233,0.39047277
4105700,0.791020796,0.760604441,0.814953402,0.799585223
4196800,0.696501851,0.673990726,0.677597642,0.692290574
8109700,0.551578254,0.516952485,0.510824621,0.549656183
8175000,0.512678206,0.514105678,0.500440747,0.494043589
9210500,0.971106684,0.953559037,0.966444783,0.951550078
10336645,0.827204913,0.843584523,0.839972511,0.832138866
12010000,0.559014797,0.621609122,0.588227481,0.605584323
,0.6445,0.6429,0.6446,0.6473
