basin,NSE,MSE,RMSE,KGE,Alpha-NSE,Pearson-r,Beta-NSE,Peak-Timing,Missed-Peaks
1139000,0.655097455,1.22844243,1.108351222,0.74540883,0.831574976,0.80979671,0.014106466,1.038461538,0.112903226
1350080,0.504932404,3.490035772,1.868163743,0.534894133,0.63302958,0.715509698,0.01478955,1.052631579,0.1875
3140000,0.379749894,1.761969328,1.327391927,0.477134428,0.64940238,0.618024093,0.034919322,1,0.053571429
4105700,0.803343773,0.032760412,0.180998374,0.856814964,0.905102432,0.910827361,-0.161956593,1,0.095238095
4196800,0.666514665,1.238839746,1.113031781,0.794076631,0.958869398,0.828130485,0.046826892,1,0.037735849
8109700,0.473638713,0.902106702,0.949792979,0.654413728,0.990479231,0.735509261,0.048223235,1,0.47826087
8175000,0.508024365,1.779871583,1.334118279,0.546969005,0.647581339,0.716046339,0.003253471,0.909090909,0.480769231
9210500,0.947868206,0.015874159,0.125992693,0.916430966,0.934581161,0.97501903,-0.034039252,0.777777778,0.333333333
10336645,0.824660003,3.121948481,1.766903642,0.882974935,0.953470051,0.909671904,0.030408518,1,0.259259259
12010000,0.600769222,58.90975952,7.675269345,0.596655111,0.667860568,0.785718099,-0.051897082,0.941176471,0.369565217
,0.63645987,7.248160813,1.745001399,0.700577273,0.817195112,0.800425298,-0.005536547,0.971913827,0.240813651
