basin,NSE,MSE,RMSE,KGE,Alpha-NSE,Pearson-r,Beta-NSE,Peak-Timing,Missed-Peaks
1139000,0.641599655,1.276517749,1.12983085,0.734800656,0.824332416,0.801330261,-0.00118644,0.961538462,0.080645161
1350080,0.505099446,3.488857985,1.867848491,0.555580405,0.664762497,0.712907159,0.02862322,1,0.104166667
3140000,0.380765617,1.759083986,1.326304636,0.478309822,0.649975359,0.618782537,0.03395943,0.954545455,0.196428571
4105700,0.72829929,0.045261867,0.212748366,0.852991549,0.970951021,0.905953631,-0.297032088,1.037037037,0.142857143
4196800,0.663279146,1.250859022,1.118418089,0.757037332,0.977138281,0.830974325,0.076650426,1,0.037735849
8109700,0.504278988,0.849593759,0.921734104,0.68240192,0.870322108,0.725098718,0.019984774,1,0.130434783
8175000,0.518246949,1.742888212,1.320184916,0.541211947,0.645346105,0.724374757,0.015047249,0.909090909,0.192307692
9210500,0.962522686,0.011411862,0.106826319,0.945186063,1.006834388,0.98214172,0.038339943,1,0.185185185
10336645,0.825930208,3.099332094,1.760492003,0.866840203,0.909200072,0.908988726,0.018172901,1.153846154,0.259259259
12010000,0.60870257,57.7391243,7.598626474,0.578793626,0.651358724,0.797724114,-0.078983374,1.058823529,0.217391304
,0.633872455,7.126293083,1.736301425,0.699315352,0.817022097,0.800827595,-0.014642396,1.007488155,0.154641162
