basin,NSE,MSE,RMSE,KGE,Alpha-NSE,Pearson-r,Beta-NSE,Peak-Timing,Missed-Peaks
1139000,0.656704158,1.222719908,1.105766661,0.735954448,0.81771189,0.81069893,-0.021895168,1,0.032258065
1350080,0.496802628,3.547347546,1.883440348,0.510099221,0.610674024,0.713707542,-0.044271626,1.105263158,0.166666667
3140000,0.380681694,1.759322286,1.326394468,0.491517497,0.664585173,0.61885481,0.014432783,1,0.125
4105700,0.737613738,0.043710198,0.209069841,0.860190692,0.988336921,0.908976041,-0.286924094,1.037037037,0.079365079
4196800,0.690523833,1.149649739,1.072217207,0.792358926,0.877778172,0.832228579,-0.002401642,1,0.018867925
8109700,0.543141633,0.782988787,0.884866536,0.65195608,0.77237314,0.737809858,-0.005212174,0.909090909,0.108695652
8175000,0.492657185,1.835466981,1.354794073,0.470506019,0.577974021,0.715660132,-0.023553304,1,0.038461538
9210500,0.966228504,0.010283438,0.101407286,0.911171511,0.956379771,0.985017215,-0.056659427,1,0.222222222
10336645,0.851042822,2.652199268,1.628557419,0.861848518,0.902187109,0.923301723,-0.03158202,1.076923077,0.185185185
12010000,0.60930714,57.6499176,7.592754283,0.593833784,0.665602267,0.793851546,-0.066673189,1.176470588,0.47826087
,0.642470333,7.065360575,1.715926812,0.68794367,0.783360249,0.804010638,-0.052473986,1.030478477,0.14549832
