basin,8,16,32,64,128
1139000,0.628783584,0.641599655,0.639806062,0.650317371,0.641203851
1350080,0.504156888,0.505099446,0.506894499,0.502627552,0.515442818
3140000,0.33486104,0.380765617,0.363357902,0.384039283,0.361533105
4105700,0.750620008,0.72829929,0.750606537,0.80750525,0.794146702
4196800,0.656088561,0.663279146,0.6893574,0.686701417,0.673969269
8109700,0.517321616,0.504278988,0.54391849,0.530506402,0.503866941
8175000,0.495088279,0.518246949,0.499141693,0.497265935,0.527128935
9210500,0.943312634,0.962522686,0.959937043,0.966266055,0.948077239
10336645,0.839083984,0.825930208,0.830882326,0.841631874,0.840454146
12010000,0.515491039,0.60870257,0.587092996,0.604676664,0.576268613
,0.618480763,0.633872455,0.637099495,0.64715378,0.638209162
