basin,NSE,MSE,RMSE,KGE,Alpha-NSE,Pearson-r,Beta-NSE,Peak-Timing,Missed-Peaks
1139000,0.64838022,1.252367377,1.119092211,0.754120411,0.852395654,0.807161579,0.032916248,1.115384615,0.112903226
1350080,0.51099205,3.4473176,1.856695344,0.552324908,0.653874993,0.717920356,0.017770106,0.947368421,0
3140000,0.377704144,1.767780781,1.329579174,0.47473711,0.656146348,0.618335788,0.056616805,1,0.017857143
4105700,0.78688769,0.035501786,0.188419175,0.88567149,0.977551162,0.903772646,-0.156441703,1.037037037,0.095238095
4196800,0.690434068,1.149983287,1.072372737,0.775893344,0.867941678,0.832237656,0.03017636,0.95,0
8109700,0.556210637,0.760590434,0.87211836,0.578955307,0.725964963,0.747309316,0.042485215,1,0.086956522
8175000,0.486101389,1.859184623,1.363519205,0.449790559,0.538784862,0.720791198,0.017673071,0.818181818,0.115384615
9210500,0.959134672,0.012443514,0.111550498,0.873749496,0.923715234,0.984003997,0.074124612,1,0.333333333
10336645,0.813829169,3.314792395,1.820657133,0.781474737,0.809493244,0.907930355,-0.028609535,1.307692308,0.296296296
12010000,0.596271664,59.57340622,7.718381062,0.562321979,0.644078434,0.791919323,-0.09490858,1.352941176,0.47826087
,0.64259457,7.317336802,1.74523849,0.668903934,0.764994657,0.803138221,-0.00081974,1.052860538,0.15362301
