basin,NSE,MSE,RMSE,KGE,Alpha-NSE,Pearson-r,Beta-NSE,Peak-Timing,Missed-Peaks
1139000,0.623249233,1.341876507,1.158393934,0.724777972,0.822079897,0.790128793,-0.00577675,1.115384615,0.225806452
1350080,0.482910275,3.645283222,1.909262481,0.522544674,0.631405294,0.69838265,-0.018497096,1.315789474,0.4375
3140000,0.368344963,1.79436779,1.339540141,0.482289997,0.672768891,0.612239036,0.053177811,1,0.303571429
4105700,0.801107749,0.033132907,0.182024468,0.853488808,0.900287867,0.906455401,-0.143232763,1.111111111,0.126984127
4196800,0.696755469,1.126500368,1.061367216,0.736595151,0.844986439,0.836960952,0.060693916,0.8,0.037735849
8109700,0.486015081,0.880895436,0.9385603,0.371937849,0.825665712,0.715219223,0.115433939,1,0.217391304
8175000,0.482270122,1.873045325,1.368592461,0.395317211,0.641449928,0.699613004,0.061687049,0.909090909,0.192307692
9210500,0.940450519,0.018132849,0.134658266,0.796119377,0.8828969,0.982734706,0.12389265,0.777777778,0.222222222
10336645,0.812341943,3.341272831,1.827914886,0.840277148,0.876376808,0.901744458,0.012554461,0.769230769,0.333333333
12010000,0.629496723,54.67078018,7.393969176,0.594554209,0.662129402,0.810993973,-0.077806726,1.058823529,0.173913043
,0.632294208,6.872528742,1.731428333,0.63179024,0.776004714,0.79544722,0.018212649,0.985720819,0.227076545
