531,Full Transformer,LSTM,Transformer Encoder,Full Transformer
366,0.658275276,0.75445272,0.713698417,68.92655367
367,0.659957439,0.754797548,0.713733822,69.11487759
368,0.667571098,0.755036801,0.714633644,69.30320151
369,0.668371379,0.756231949,0.71568948,69.49152542
370,0.669481128,0.757124826,0.716316938,69.67984934
371,0.669799447,0.757298633,0.716400504,69.86817326
372,0.670006931,0.757398799,0.717506737,70.05649718
373,0.67578274,0.757494196,0.718768865,70.24482109
374,0.677486271,0.758508876,0.719537199,70.43314501
375,0.67789647,0.759506807,0.719628334,70.62146893
376,0.678410351,0.759575099,0.719630361,70.80979284
377,0.680806518,0.762089193,0.720412433,70.99811676
378,0.683384657,0.763424918,0.720719635,71.18644068
379,0.685086966,0.763533875,0.721809804,71.3747646
380,0.685284615,0.763853356,0.72187081,71.56308851
381,0.686813772,0.764544606,0.722192645,71.75141243
382,0.690686375,0.765438691,0.72236833,71.93973635
383,0.691789746,0.766138211,0.722815633,72.12806026
384,0.692285568,0.766260028,0.722996414,72.31638418
385,0.692498207,0.766477391,0.723243982,72.5047081
386,0.695499778,0.767594784,0.723384708,72.69303202
387,0.695959985,0.768368885,0.723997563,72.88135593
388,0.697048366,0.768892467,0.724074364,73.06967985
389,0.703272671,0.769426569,0.72417143,73.25800377
390,0.705699593,0.769463405,0.724799782,73.44632768
391,0.708471924,0.769611642,0.725448519,73.6346516
392,0.708935171,0.771411747,0.725970119,73.82297552
393,0.70954448,0.771728918,0.72609812,74.01129944
394,0.709895939,0.773132473,0.726991951,74.19962335
395,0.710214287,0.774460405,0.728364557,74.38794727
396,0.711287498,0.775045335,0.729287446,74.57627119
397,0.712504655,0.775325492,0.729510605,74.7645951
398,0.713989109,0.775932282,0.731791258,74.95291902
399,0.714342058,0.77666606,0.732172906,75.14124294
400,0.720674872,0.776814058,0.732200325,75.32956685
401,0.724867791,0.777235225,0.732899636,75.51789077
402,0.725537837,0.778302088,0.732905209,75.70621469
403,0.727924049,0.778721854,0.732958972,75.89453861
404,0.728891194,0.779591754,0.733327717,76.08286252
405,0.729204684,0.780654907,0.733527899,76.27118644
406,0.729896247,0.781381756,0.734190226,76.45951036
407,0.730062753,0.781914517,0.734304875,76.64783427
408,0.733188272,0.781979322,0.736365169,76.83615819
409,0.734639943,0.78286767,0.737517774,77.02448211
410,0.735137641,0.784635827,0.737927794,77.21280603
411,0.735968888,0.78560099,0.738076538,77.40112994
412,0.741770387,0.785804689,0.738447726,77.58945386
413,0.743766278,0.785828874,0.738853425,77.77777778
414,0.746558249,0.788759649,0.740841359,77.96610169
415,0.757664159,0.788822383,0.741247326,78.15442561
416,0.758416101,0.789310396,0.741840571,78.34274953
417,0.759286359,0.789852262,0.742933899,78.53107345
418,0.761602193,0.78985551,0.743325531,78.71939736
419,0.762177631,0.791062981,0.743933201,78.90772128
420,0.766021118,0.791726813,0.744006038,79.0960452
421,0.770599827,0.79194136,0.74471277,79.28436911
422,0.772538751,0.792747006,0.745248646,79.47269303
423,0.77264826,0.793444395,0.745256633,79.66101695
424,0.775010958,0.794306114,0.745521247,79.84934087
425,0.775016502,0.794792175,0.745682895,80.03766478
426,0.775646284,0.79522112,0.746075869,80.2259887
427,0.779879257,0.795532197,0.746222824,80.41431262
428,0.781139791,0.795585617,0.746566355,80.60263653
429,0.781887591,0.795955464,0.746571273,80.79096045
430,0.785422847,0.796031386,0.74785313,80.97928437
431,0.786185741,0.796050653,0.748856395,81.16760829
432,0.789343223,0.796129212,0.748935252,81.3559322
433,0.789653555,0.796171919,0.749364614,81.54425612
434,0.792382851,0.796431601,0.750441477,81.73258004
435,0.795184225,0.796763599,0.750771597,81.92090395
436,0.795498267,0.797247604,0.751759648,82.10922787
437,0.796944335,0.797678128,0.752582043,82.29755179
438,0.800765917,0.798834562,0.75263612,82.48587571
439,0.803695574,0.800975084,0.753495499,82.67419962
440,0.805321962,0.802764624,0.753830075,82.86252354
441,0.808938742,0.802834824,0.753905773,83.05084746
442,0.809514314,0.803573728,0.754140601,83.23917137
443,0.809786037,0.803945646,0.754228264,83.42749529
444,0.821759015,0.804089248,0.757267341,83.61581921
445,0.825106099,0.804280847,0.7577921,83.80414313
446,0.826369345,0.804287151,0.758238927,83.99246704
447,0.830799356,0.804603994,0.759946331,84.18079096
448,0.83144033,0.804930449,0.760096043,84.36911488
449,0.838939697,0.805787727,0.760117278,84.55743879
450,0.846345142,0.805998623,0.761340588,84.74576271
451,0.847159222,0.806300461,0.761830881,84.93408663
452,0.848824903,0.80716671,0.762123525,85.12241055
453,0.854879409,0.807701513,0.762542859,85.31073446
454,0.865645126,0.808244675,0.763486192,85.49905838
455,0.871771485,0.809390813,0.766140148,85.6873823
456,0.873643786,0.809827864,0.766210765,85.87570621
457,0.877611674,0.809978217,0.767081365,86.06403013
458,0.878414169,0.810348749,0.767144978,86.25235405
459,0.879942782,0.810582995,0.767779723,86.44067797
460,0.886250675,0.810887679,0.768120676,86.62900188
461,0.886589676,0.812156707,0.769419566,86.8173258
462,0.888829552,0.813413993,0.770628572,87.00564972
463,0.889280386,0.813448921,0.770787194,87.19397363
464,0.889718421,0.81348969,0.770961255,87.38229755
465,0.894916892,0.813776031,0.771116838,87.57062147
466,0.901704304,0.813872159,0.771893024,87.75894539
467,0.904965386,0.815958843,0.772444025,87.9472693
468,0.905216575,0.81629017,0.772895381,88.13559322
469,0.906482689,0.816769317,0.773308814,88.32391714
470,0.908006206,0.816953778,0.77511093,88.51224105
471,0.914137967,0.817267075,0.778506726,88.70056497
472,0.916411683,0.818123758,0.779597774,88.88888889
473,0.917963952,0.81816332,0.780259788,89.07721281
474,0.919284783,0.81830506,0.780358538,89.26553672
475,0.92347122,0.818496406,0.78084749,89.45386064
476,0.92369882,0.818511263,0.78575848,89.64218456
477,0.927470438,0.819167912,0.788893014,89.83050847
478,0.928259164,0.819745645,0.791030988,90.01883239
479,0.929709822,0.81978251,0.791776463,90.20715631
480,0.932151079,0.820651248,0.791946471,90.39548023
481,0.933287971,0.820689633,0.792084247,90.58380414
482,0.935829423,0.822231621,0.793263629,90.77212806
483,0.93600142,0.822603732,0.793789044,90.96045198
484,0.938855611,0.822614148,0.794613779,91.14877589
485,0.943265069,0.822835088,0.795149907,91.33709981
486,0.945590612,0.823017016,0.795707479,91.52542373
487,0.945624929,0.823383078,0.797196537,91.71374765
488,0.955668367,0.823438153,0.801798165,91.90207156
489,0.956074309,0.823641583,0.802788079,92.09039548
490,0.956345141,0.824073628,0.803160131,92.2787194
491,0.957875568,0.824344948,0.803316012,92.46704331
492,0.959019676,0.82472679,0.808089703,92.65536723
493,0.960863523,0.825836584,0.808150202,92.84369115
494,0.962402832,0.827540696,0.808333382,93.03201507
495,0.963467602,0.828440309,0.808880046,93.22033898
496,0.963823318,0.828656778,0.810648099,93.4086629
497,0.964767531,0.830596328,0.815002635,93.59698682
498,0.965330392,0.832307786,0.820258245,93.78531073
499,0.965344112,0.832646251,0.821757421,93.97363465
500,0.966511451,0.834018096,0.824401855,94.16195857
501,0.969521707,0.835297287,0.82489717,94.35028249
502,0.969978904,0.835367024,0.825691566,94.5386064
503,0.971236158,0.835848004,0.832255498,94.72693032
504,0.972403403,0.836892948,0.834075347,94.91525424
505,0.972448323,0.83707203,0.834096327,95.10357815
506,0.974267201,0.837379113,0.834649086,95.29190207
507,0.974399446,0.838077605,0.837669641,95.48022599
508,0.974574178,0.840370357,0.838112831,95.66854991
509,0.97467979,0.841256633,0.838212505,95.85687382
510,0.975455157,0.841534257,0.841699794,96.04519774
511,0.975864146,0.841926843,0.844502136,96.23352166
512,0.976577152,0.844138473,0.844911501,96.42184557
513,0.977146842,0.845737204,0.845747262,96.61016949
514,0.977332104,0.847367391,0.847060442,96.79849341
515,0.977499783,0.847677022,0.847761557,96.98681733
516,0.978085091,0.849120006,0.848202795,97.17514124
517,0.97822736,0.850975707,0.849082708,97.36346516
518,0.978698652,0.856887728,0.84918952,97.55178908
519,0.979226328,0.861849919,0.850242347,97.74011299
520,0.979666792,0.861855268,0.853387326,97.92843691
521,0.980901267,0.861887217,0.853916705,98.11676083
522,0.981457129,0.863069206,0.855178848,98.30508475
523,0.982011316,0.863212019,0.856423259,98.49340866
524,0.982166812,0.863586962,0.857285693,98.68173258
525,0.983154712,0.863779649,0.857357949,98.8700565
526,0.985022648,0.865923807,0.860365346,99.05838041
527,0.986038082,0.873295784,0.865043268,99.24670433
528,0.986146203,0.88066794,0.866274327,99.43502825
529,0.987877454,0.894841082,0.877648234,99.62335217
530,0.988142022,0.905488022,0.894306935,99.81167608
531,0.988510104,0.91288688,0.901331827,100
