basin,16,32,64,128,256,512,1024
1139000,0.486075938,0.573928475,0.539586574,0.565287858,0.5111579,0.596274316,0.512789369
1139800,0.585222393,0.61326316,0.578634679,0.540342122,0.594371766,0.651050091,0.547328174
1142500,0.563313574,0.536423415,0.480048478,0.555749834,0.548999131,0.578877568,0.531207621
1144000,0.603827477,0.603809327,0.575401247,0.561923683,0.550413787,0.381624877,0.622546852
1162500,0.793132365,0.754324406,0.779302821,0.799794033,0.797208175,0.769810438,0.798882708
1169000,0.317634702,0.307316124,0.374202669,0.443065643,0.417437196,0.244875431,0.122250438
1170100,0.449227393,0.429660261,0.424417734,0.427142322,0.449449837,0.403616607,0.427936733
1181000,0.189152539,0.08054179,0.31956023,0.340615094,0.309813082,0.347131431,0.114183247
1187300,0.260619581,0.25533402,0.197292268,0.203976393,0.292949677,0.188379407,0.283307195
1195100,0.268739522,0.256946981,-0.116705179,0.027517438,0.068015873,0.163669884,0.103900373
1333000,-0.105213523,0.236997962,0.15364188,0.314831674,0.504480273,0.409663379,0.369426906
1350000,0.108110487,0.233173966,0.129507422,0.310974181,0.267267525,0.199161053,0.273553491
1350080,0.312991977,0.416601181,0.306217849,0.39538908,0.330812156,0.375219822,0.38328433
1350140,0.104984641,0.416711211,-0.848846078,0.367129266,0.532682121,0.269115686,0.287122726
1365000,0.378638327,0.241667867,0.45952487,0.336074769,0.437184095,0.205618799,0.388901591
1411300,0.349407136,0.660475791,0.104522705,0.27908814,0.640797377,-0.061885118,0.566347003
1413500,0.065185726,0.502905697,0.101160109,0.456835389,0.479291975,0.446426928,0.245079756
1414500,0.475273192,0.45687741,0.230691612,0.391192675,0.45200783,0.472852945,0.418864787
1415000,0.484817147,0.572335541,0.281585157,0.485737205,0.600201815,0.517577291,0.398863494
3010655,0.540640622,0.565007627,0.597071201,0.524498314,0.498328865,0.603973448,0.644205332
3011800,0.527065992,0.498916268,0.510961026,0.386785507,0.463746071,0.420684934,0.224211812
3015500,0.524524391,0.394358099,0.6368047,0.460537195,0.057851315,0.492938399,0.573020667
3021350,0.024220884,-0.304700375,-0.286137104,0.004559994,0.216907263,-0.065483689,-0.027335167
3026500,0.406008124,0.331585824,0.321844459,0.327319205,0.090916991,0.352832317,0.406019747
3028000,0.564723998,0.433197558,0.454178274,0.385756254,0.436031103,0.462939501,0.450389206
3049000,-0.089198232,0.332490563,0.349074721,0.312043309,0.045817554,0.310384512,0.221340358
3049800,-0.913973927,0.083455265,0.273502111,0.196922719,0.295828104,0.17735672,0.290550172
3050000,-0.127703071,0.254071951,0.196751356,0.187988162,0.047095239,0.132826209,0.090526223
3069500,-0.057562232,0.33497417,0.288971961,0.36178863,0.163775802,0.226216733,0.347695649
3070500,-0.698574781,0.178733587,0.133786798,0.157286346,0.195968688,-0.135084271,0.138674021
3076600,0.271896124,0.337362766,0.257635772,0.212444186,0.348020673,0.499117255,0.268729091
3078000,0.290285468,0.232303917,0.234254122,0.362146378,0.273779511,0.372265577,0.356750131
3140000,-0.217816472,0.147116244,0.208413482,0.142760158,0.260443091,-0.167980075,-0.133052349
3144000,0.160225272,0.214095533,0.245956481,0.224189878,0.277141571,0.326468468,0.029081583
4074950,0.945903368,0.952637747,0.941415727,0.947699666,0.950291719,0.951139938,0.951357022
4105700,0.718350828,0.744262725,0.637923658,0.837044582,0.844234794,0.747847021,0.793555394
4115265,0.443769097,0.501971751,0.451645136,0.525342315,0.52680245,0.49428457,0.566303074
4122200,0.916701704,0.91359403,0.912950337,0.921010695,0.920969114,0.916623659,0.914713025
4122500,0.950635079,0.951565683,0.946103245,0.957128827,0.950606361,0.958314981,0.955255512
4127918,0.806483552,0.747048885,0.786673486,0.775292456,0.759141594,0.790107086,0.692601442
4127997,0.664803356,0.64996475,0.651740938,0.674402356,0.6203596,0.504945964,0.605396837
4161580,0.850962311,0.850716397,0.848134995,0.847755402,0.848894417,0.844529897,0.854052365
4185000,0.851898685,0.866067454,0.887930743,0.883860953,0.866791859,0.885157742,0.900154747
4196800,0.651460767,0.657308966,0.604865849,0.698606521,0.662021458,0.672149301,0.718654603
4197100,0.491672456,0.498956025,0.469148099,0.49353379,0.552340686,0.55597657,0.465271413
4197170,-0.336764932,-0.071820855,-0.288135052,-0.031998277,-0.150050402,-0.164393902,-0.003039718
4213000,0.26977545,0.382862031,0.45949924,0.402262151,0.363147795,0.276274025,0.385401249
4213075,-0.251891732,0.066054225,-0.078769684,0.016147792,-0.363169312,0.073529184,-0.089417934
4216418,0.223944783,0.305360258,0.081142962,0.167384207,0.117315173,0.186843276,0.066741109
4221000,0.376714587,0.114506364,0.298297942,0.169735432,0.260857105,0.371771455,0.431010246
4224775,0.296473742,0.24583739,0.1314224,0.157303572,0.37017411,-0.114114046,0.296728849
4233000,0.283954978,0.301818252,-0.010906696,0.438688457,0.260740221,0.128371775,0.152700782
4256000,0.554972947,0.557715863,0.540087223,0.594513267,0.597917616,0.537776083,0.550039321
4296000,0.775476277,0.734360754,0.763798818,0.749501884,0.77538161,0.738476932,0.772298634
8101000,0.171911478,-0.027931809,0.224552751,0.210734665,0.226193547,-0.039010882,0.168615818
8103900,-1.073851585,0.163949847,-1.978201866,-0.904420376,0.02337414,0.251464009,0.099518716
8104900,0.169844985,-0.049665451,0.174392164,0.099266171,-0.281198859,0.112241805,-0.086786866
8109700,0.374113917,0.43355453,0.607060105,0.455000937,-0.039182544,0.328060389,0.450392723
8150800,-2.466237545,-0.276881814,-0.24444437,-1.322777271,-1.712551832,-0.526739001,-10.2178545
8158700,0.092259169,0.258003771,0.23794806,0.087792337,0.278903782,0.279362559,0.209581792
8158810,0.236925185,0.242810428,0.211933851,0.180824757,0.264614344,0.196472049,0.200214624
8164300,0.234339476,0.181685567,0.328352571,0.301006198,0.244540036,0.174246967,0.235966325
8164600,0.333955586,0.30198276,0.271258295,0.325541675,0.065047264,0.242094815,0.379641175
8165300,-5.341170788,-6.180147648,-0.180493474,-10.44813156,-0.893909335,-2.049326181,-0.086884499
8171300,0.153455615,0.163674176,0.075514853,-0.059506774,-0.791420698,0.134609163,0.234098852
8175000,0.432547569,0.547874928,0.315847397,0.409672081,0.454590738,0.408923984,0.297389209
8176900,0.210310161,-0.026345849,0.049703121,-0.133487821,0.112732172,0.229397833,0.285592139
8178880,-2.029978037,-0.16116035,-0.694084406,-2.103240252,-0.455376506,-0.022456408,-7.866950989
8189500,0.560918033,0.567035645,0.617033482,0.276821196,0.337296307,0.612090945,0.536728263
8190000,-0.098433375,0.080363333,0.099386632,-0.095788002,0.014111698,0.033506274,0.11806339
8190500,0.05506587,0.018572867,-0.00436914,0.027854919,-0.105733156,0.031886339,0.015423238
8194200,-0.194818974,0.397577405,-1.499240875,0.366053402,-6.360085487,0.636461139,-3.297151566
8195000,-0.168024421,0.040478587,-1.283282995,0.027778625,-0.182728052,-0.381171823,-1.879977226
8196000,0.067705989,0.060174346,0.023991048,0.009341419,-0.005500555,-0.369441986,-0.007385969
8198500,-1.477562904,-0.495031357,0.098319352,-6.77190876,0.057129085,-2.529287815,-3.790638924
8200000,-2.913306713,0.151527047,0.04518491,0.16424948,-0.00470078,0.063545823,-2.260663033
8202700,-0.357961655,-0.409876466,-0.201758265,-0.309193015,-0.423114896,-15.19098091,-0.077316761
8267500,0.982356768,0.980701078,0.977307528,0.981409168,0.976653356,0.978456959,0.980888627
8269000,0.967869826,0.973532001,0.968996858,0.975609655,0.952041131,0.971131742,0.964933507
8271000,0.977275971,0.980764294,0.975820305,0.979011266,0.976018131,0.97107229,0.97969785
8324000,0.931922875,0.930309862,0.916267939,0.933216646,0.928778067,0.933610089,0.929104544
9081600,0.97357152,0.97211053,0.960350357,0.977125628,0.96250429,0.978578687,0.976770421
9107000,0.981406568,0.979707427,0.978251586,0.98143767,0.978343409,0.981719183,0.982311148
9210500,0.975165635,0.972844921,0.969069958,0.972800525,0.97206334,0.974810064,0.974073606
9223000,0.969228107,0.962892078,0.952527899,0.972071793,0.970615037,0.966869704,0.969088413
9306242,0.907625832,0.941733833,-1.56051755,0.898354068,0.918614104,0.932038404,0.887978457
9312600,0.990499169,0.9867342,0.988313532,0.990145406,0.988539131,0.990326876,0.987997176
9497980,-1.024333954,-0.01085937,-0.459705114,0.024970114,-0.318676353,-0.844980597,-5.773821831
9505350,0.171427548,0.295311749,-8.127876282,0.008192003,-6.189992905,-7.066417694,-1.901991844
9505800,-1.172005177,-0.478949785,-6.993402481,-3.130131721,-2.562854052,0.125586271,-2.864541769
9508300,-0.006297469,-0.130339384,0.026968062,-2.653008223,-1.796973944,-2.863236666,0.081097126
9510200,-0.057405472,-0.534091115,-31.68122864,-0.169179559,-0.201240897,-3.682374477,-0.164039493
9512280,0.026052773,0.092944086,0.033777177,0.239881516,0.120440423,-0.618576646,-2.0880301
9513780,0.061778188,0.105310738,-0.713359475,0.082759798,0.104406476,0.104007244,0.072556376
10234500,0.971274467,0.971071595,0.968914624,0.971104132,0.968555532,0.97091778,0.969297571
10244950,0.992278345,0.993229228,0.988379708,0.989715683,0.991780573,0.993069872,0.987415804
10336645,0.803075016,0.815567419,0.728704125,0.798913702,0.801545411,0.835208803,0.735069722
10336660,0.605483562,0.594470114,0.633501291,0.594192594,0.599725395,0.629161626,0.526373267
10343500,0.631563395,0.668346882,0.53991133,0.606338531,0.660048991,0.65905723,0.635583431
12010000,0.539945632,0.560356379,0.454528213,0.574868679,0.524229556,0.448685348,0.591992915
,0.175529662,0.327589755,-0.196521101,0.126681922,0.17339156,0.035187996,-0.026442179
