basin,NSE
1139000,0.43412292
1139800,0.571704328
1142500,0.583037525
1144000,0.385513961
1162500,0.770674527
1169000,0.088683486
1170100,0.100536764
1181000,-0.003481269
1187300,0.106974244
1195100,0.174433768
1333000,0.236013234
1350000,-0.00073576
1350080,0.445717156
1350140,-0.260779262
1365000,0.094635189
1411300,0.547389716
1413500,0.397943795
1414500,0.237093925
1415000,0.27594614
3010655,0.578867495
3011800,0.461040318
3015500,0.57985872
3021350,-0.337552905
3026500,0.272288024
3028000,0.495025218
3049000,0.204559803
3049800,0.211553156
3050000,0.189219654
3069500,0.184020281
3070500,0.320696175
3076600,0.239906609
3078000,0.210205674
3140000,0.022925138
3144000,-0.112858176
4074950,0.941045716
4105700,0.812409848
4115265,0.311303914
4122200,0.863144621
4122500,0.930849537
4127918,0.700215638
4127997,0.488081872
4161580,0.840747252
4185000,0.872804433
4196800,0.687483281
4197100,0.228505492
4197170,-0.099993706
4213000,0.268924534
4213075,-0.181761384
4216418,0.084193349
4221000,0.169880033
4224775,0.093035936
4233000,-0.205478191
4256000,0.335460842
4296000,0.755275562
8101000,-0.140595078
8103900,-0.387681723
8104900,0.180030346
8109700,0.289913893
8150800,-4.082411766
8158700,-0.201329231
8158810,0.174467325
8164300,0.174300909
8164600,0.249052525
8165300,-1.492417812
8171300,0.281690776
8175000,0.427987158
8176900,0.103688776
8178880,-3.475670338
8189500,0.336888611
8190000,-0.137587547
8190500,0.077579439
8194200,0.093668818
8195000,-0.154286861
8196000,0.015629411
8198500,-0.255615473
8200000,-0.047826886
8202700,-0.011417508
8267500,0.983346155
8269000,0.957436524
8271000,0.978350453
8324000,0.932930693
9081600,0.976656049
9107000,0.972054143
9210500,0.972864062
9223000,0.970419094
9306242,0.943562835
9312600,0.990704225
9497980,-0.079878569
9505350,0.119116008
9505800,-0.85640502
9508300,0.021320939
9510200,-0.314826369
9512280,0.11352247
9513780,0.139694452
10234500,0.970128654
10244950,0.989621068
10336645,0.800717503
10336660,0.590056509
10343500,0.543670326
12010000,0.55419457
,0.228886227
