basin,NSE
1139000,0.572971463
1139800,0.546001315
1142500,0.53907603
1144000,0.475764751
1162500,0.78740871
1169000,0.39640218
1170100,0.498993933
1181000,0.335264683
1187300,0.322823524
1195100,0.255642533
1333000,0.515360713
1350000,0.282764375
1350080,0.452465057
1350140,0.454416335
1365000,0.490143657
1411300,0.567620486
1413500,0.413851619
1414500,0.411319315
1415000,0.511283278
3010655,0.483442187
3011800,0.490847647
3015500,0.520165831
3021350,0.001815736
3026500,0.361510038
3028000,0.444789767
3049000,-0.199455738
3049800,0.137218177
3050000,0.093746841
3069500,0.273487151
3070500,0.321986258
3076600,0.43082726
3078000,0.38433075
3140000,0.239115298
3144000,0.218473732
4074950,0.942813039
4105700,0.825181246
4115265,0.524519086
4122200,0.912669927
4122500,0.947718773
4127918,0.788519651
4127997,0.603609979
4161580,0.834195808
4185000,0.881087542
4196800,0.616497487
4197100,0.579174161
4197170,-0.325340271
4213000,0.260988653
4213075,-0.293146133
4216418,0.269550383
4221000,0.383615851
4224775,0.368015349
4233000,0.180167615
4256000,0.622483134
4296000,0.77565816
8101000,0.12671262
8103900,0.308594823
8104900,0.055226088
8109700,0.364958405
8150800,-15.07417488
8158700,0.366135657
8158810,0.197229326
8164300,0.227017641
8164600,0.27191025
8165300,-14.91011429
8171300,0.086337566
8175000,0.372470081
8176900,0.111308455
8178880,-2.438316584
8189500,0.47796154
8190000,-0.130635738
8190500,0.038822949
8194200,-1.569624424
8195000,-0.091874242
8196000,0.079601228
8198500,-110.4136276
8200000,-0.343824029
8202700,-78.8184433
8267500,0.976451188
8269000,0.970653059
8271000,0.978527784
8324000,0.930230714
9081600,0.972206363
9107000,0.979467796
9210500,0.972991293
9223000,0.967676044
9306242,0.930886678
9312600,0.989587412
9497980,-0.153877616
9505350,-0.067875981
9505800,0.119962811
9508300,-0.51401329
9510200,0.003631532
9512280,-0.329580307
9513780,-0.498547435
10234500,0.969565529
10244950,0.992806846
10336645,0.827207953
10336660,0.618842185
10343500,0.663962036
12010000,0.538744897
,-1.841369867
