basin,NSE
1139000,0.585042298
1139800,0.632478863
1142500,0.610123992
1144000,0.593681097
1162500,0.807957292
1169000,0.265034795
1170100,0.396960378
1181000,0.300673485
1187300,0.263718069
1195100,0.296184301
1333000,0.507181197
1350000,0.258105695
1350080,0.290619433
1350140,0.394416571
1365000,0.281895995
1411300,0.576283723
1413500,0.351405025
1414500,0.423220456
1415000,0.442064822
3010655,0.672819018
3011800,0.50839144
3015500,0.561928391
3021350,0.207864165
3026500,0.465127885
3028000,0.538360685
3049000,0.454019368
3049800,0.273907602
3050000,0.114061475
3069500,0.299345493
3070500,0.222565234
3076600,0.359297276
3078000,0.435772061
3140000,0.114457607
3144000,0.146991074
4074950,0.949592959
4105700,0.76170668
4115265,0.4831267
4122200,0.910072483
4122500,0.955113932
4127918,0.788984075
4127997,0.600680381
4161580,0.85533075
4185000,0.872783363
4196800,0.703139037
4197100,0.621435225
4197170,0.044708431
4213000,0.443802118
4213075,0.03417629
4216418,0.337992489
4221000,0.49088645
4224775,0.369593263
4233000,0.32913816
4256000,0.579512507
4296000,0.782902107
8101000,0.289367914
8103900,0.222840548
8104900,0.129520357
8109700,0.534846872
8150800,-0.741419554
8158700,0.233753681
8158810,0.121623039
8164300,0.332240343
8164600,0.411496818
8165300,-0.677321553
8171300,0.18990463
8175000,0.438079715
8176900,0.189026058
8178880,-4.288642883
8189500,0.590687901
8190000,0.009963334
8190500,0.042706609
8194200,0.515137762
8195000,-0.045427918
8196000,0.036372304
8198500,0.090221822
8200000,0.153995812
8202700,-0.112685084
8267500,0.981025903
8269000,0.965780515
8271000,0.979822811
8324000,0.9260673
9081600,0.970528964
9107000,0.981938846
9210500,0.969704371
9223000,0.977577684
9306242,0.909159787
9312600,0.984904458
9497980,-1.28526926
9505350,-0.17226851
9505800,-0.31776917
9508300,0.144421935
9510200,0.004008353
9512280,-1.001060724
9513780,0.156478703
10234500,0.971164927
10244950,0.988392329
10336645,0.771056652
10336660,0.582794368
10343500,0.611038327
12010000,0.578451037
,0.359108718
