basin,1,364
1139000,0.776524395,0.744008064
1139800,0.692527086,0.63010636
1142500,0.802167758,0.70417273
1144000,0.87262997,0.837206945
1162500,0.86861223,0.834483802
1169000,0.806154251,0.67962119
1170100,0.815284058,0.722077489
1181000,0.815862969,0.718274325
1187300,0.859814003,0.748114467
1195100,0.647061586,0.676506162
1333000,0.814974427,0.658324748
1350000,0.806545973,0.786138281
1350080,0.71764797,0.651758552
1350140,0.640486211,0.539034754
1365000,0.808992982,0.7020123
1411300,0.625654876,0.651924968
1413500,0.776233047,0.730834484
1414500,0.771129116,0.68023634
1415000,0.845096245,0.761721745
3010655,0.801518187,0.755384207
3011800,0.822229892,0.72964713
3015500,0.810425803,0.752282023
3021350,0.667283922,0.647575498
3026500,0.653899819,0.530117542
3028000,0.786036521,0.719324619
3049000,0.76749979,0.71716392
3049800,0.436232686,0.417888939
3050000,0.856575847,0.81835185
3069500,0.888908289,0.828301191
3070500,0.893291861,0.811545432
3076600,0.798776254,0.673397988
3078000,0.795539349,0.703416318
3140000,0.726466089,0.765267476
3144000,0.797580913,0.739054739
4074950,0.730383396,0.686750531
4105700,0.602803946,0.484490812
4115265,0.636220366,0.502201349
4122200,0.648003012,0.685572863
4122500,0.698892802,0.696647584
4127918,0.770648986,0.721202701
4127997,0.525516629,0.438290477
4161580,0.63129127,0.640875757
4185000,0.858805299,0.747453451
4196800,0.7458601,0.718695223
4197100,0.727757096,0.661064774
4197170,0.747951537,0.698959887
4213000,0.720349222,0.682036191
4213075,0.509185195,0.459102213
4216418,0.816917241,0.704230636
4221000,0.842438608,0.749969006
4224775,0.75973317,0.688400447
4233000,0.802998111,0.710146427
4256000,0.848233253,0.799842983
4296000,0.830191776,0.776741102
8101000,0.775247991,0.731125981
8103900,0.759302199,0.563204646
8104900,0.652256638,0.633204132
8109700,0.528282732,0.606362134
8150800,0.581141979,0.392724156
8158700,0.705263674,0.648414284
8158810,0.518650383,0.516314566
8164300,0.856916174,0.727762789
8164600,0.731946826,0.62872836
8165300,0.605931967,0.490039825
8171300,0.766526669,0.627571166
8175000,0.735276461,0.68729198
8176900,0.538750887,0.474987745
8178880,0.777844876,0.749688536
8189500,0.703938127,0.580054581
8190000,0.817531243,0.710951805
8190500,0.618055016,0.376380682
8194200,-0.174822688,0.21068418
8195000,0.837210715,0.699911416
8196000,0.450776279,0.545421809
8198500,0.684363753,0.676272959
8200000,0.535788596,0.471411645
8202700,0.667627245,0.686004221
8267500,0.802606955,0.686399519
8269000,0.732573211,0.626064807
8271000,0.836045831,0.733156264
8324000,0.812621638,0.524501294
9081600,0.900622256,0.878281914
9107000,0.899510793,0.865282997
9210500,0.754813448,0.755399868
9223000,0.885197014,0.785324022
9306242,0.114379048,0.214097381
9312600,0.881053388,0.702201217
9497980,0.840588346,0.726964056
9505350,0.623826265,0.577632606
9505800,0.66174379,0.556544334
9508300,0.591192901,0.521973968
9510200,0.709716946,0.69450596
9512280,0.637921691,0.509273827
9513780,0.391524196,0.423785448
10234500,0.880265467,0.734242827
10244950,0.723950654,0.735693872
10336645,0.884953424,0.801519856
10336660,0.795199633,0.631738335
10343500,0.6666345,0.518258631
12010000,0.910308957,0.903267153
,0.7233,0.6586
