basin,8,16,32,64,128,256
1139000,0.640039086,0.60363701,0.552219599,0.569437832,-0.46346128,-0.003524661
1139800,0.658391207,0.632665962,0.50004378,0.587861031,-0.546772122,-0.049842358
1142500,0.623222411,0.62185511,0.465399861,0.606479764,-0.378400326,-0.021903157
1144000,0.659132421,0.656882674,0.597843736,0.568307519,-0.389518738,-0.037492156
1162500,0.773002476,0.721972257,0.783430547,0.809194311,-0.384061337,-0.032735586
1169000,0.347421944,0.07253623,0.347906232,0.206783891,-0.330336571,-0.004986763
1170100,0.444595039,0.244331241,0.503042102,0.459391952,-0.348700166,-0.013689756
1181000,0.254528642,0.056893408,0.389961541,-0.435504675,-0.321897745,-0.004981041
1187300,0.256608784,0.226458192,0.240850985,0.178432584,-0.233920455,-0.011617899
1195100,0.424787164,0.232394099,0.330198407,0.191186368,-0.287259817,-0.014388442
1333000,0.673668832,0.183669448,0.24053669,0.456460059,-0.460655808,-0.059759617
1350000,0.367847919,0.300149262,0.167906225,0.20550257,-0.179054737,0.009671986
1350080,0.492059112,0.417129099,0.354719102,0.318794191,-0.182308674,0.004366636
1350140,0.463760316,0.327974439,-0.089359403,0.159138501,-0.162424922,-0.003428221
1365000,0.457354128,0.246890485,0.089213371,0.400674999,-0.414186835,-0.006901741
1411300,0.58403641,0.630445182,0.656325281,0.6522654,-0.567798972,-0.01755774
1413500,0.527935922,0.343080997,0.44911617,0.383079529,-0.280041218,0.008704305
1414500,0.466227114,0.367881656,0.367605269,0.352405906,-0.30855298,0.004351079
1415000,0.527042121,0.423123598,0.387322187,0.440149605,-0.29520452,-0.030507922
3010655,0.672732025,0.666613221,0.574794352,0.562828153,-0.264213085,-0.006787539
3011800,0.566943258,0.59172526,0.486353517,0.318626583,-0.44816494,0.003648996
3015500,0.661346346,0.588198841,0.595308304,0.434959352,-0.354712367,0.003914893
3021350,0.369719803,0.24393785,0.218231142,-1.160908937,-0.250308871,0.002848864
3026500,0.54630807,0.51230514,0.398877561,0.29209125,-0.357178926,0.0012995
3028000,0.548961341,0.55011794,0.430058122,0.428967655,-0.403843284,-0.0016644
3049000,0.524592489,0.430185556,0.383898616,0.178829968,-0.244705558,0.018198133
3049800,0.353598356,0.300430179,0.020429969,-0.21692884,-0.149241328,0.022530019
3050000,0.072751403,0.279158235,0.290472329,0.109124243,-0.222876906,-0.004270077
3069500,0.36347425,0.332089424,0.305422783,0.297087133,-0.311131001,-0.00380373
3070500,0.334591269,0.262917697,0.356627941,-0.15981245,-0.348346114,-0.002119303
3076600,0.619062573,0.416391313,0.319842339,0.300784051,-0.342751622,0.030064523
3078000,0.452989995,0.46407944,0.367734969,-0.016331077,-0.341500044,0.015523493
3140000,0.334098577,0.173606217,0.223244071,-0.047892928,-0.103748083,-0.025930166
3144000,0.316447258,0.276558757,0.253858387,0.168176234,-0.091385484,-0.005448937
4074950,0.949173089,0.949152544,0.948874623,0.945009828,-1.326106071,-0.136873245
4105700,0.815936044,0.846863687,0.815143183,0.774921998,-3.670829773,-0.389312148
4115265,0.617254257,0.557905674,0.497086585,0.374218524,-0.855268478,-0.084638596
4122200,0.908001654,0.920318775,0.919270948,0.910406329,-2.814820528,-0.078486681
4122500,0.946954936,0.957680531,0.951627422,0.94518061,-3.440061092,-0.098585486
4127918,0.813114956,0.790737286,0.78503117,0.758274794,-0.306557059,-0.034696341
4127997,0.638076276,0.620917827,0.645791352,0.639865994,-6.009420395,-0.287814617
4161580,0.840615034,0.849277109,0.848469004,0.835803151,-0.262636304,-0.033219457
4185000,0.871873364,0.896580733,0.890097812,0.866039038,-0.168777108,-0.011504173
4196800,0.704164773,0.650127858,0.698934704,0.641635001,-0.074347734,-0.001429319
4197100,0.509023666,0.478731751,0.516263276,0.544327408,-0.078360677,-0.018212676
4197170,0.102744997,0.137545109,0.087604344,-0.106115699,-0.038847089,-0.007489562
4213000,0.456778944,0.439168572,0.45282203,0.357658029,-0.19290626,0.006668985
4213075,0.258073986,0.013334513,-0.099384189,0.03637892,-0.167478204,0.011276901
4216418,0.366733551,0.254982948,0.106819451,0.050974905,-0.200847864,-0.018591404
4221000,0.528416604,0.444833219,0.47160995,0.44353348,-0.213985682,-0.020165086
4224775,0.394183278,0.330830693,0.328681707,0.03366679,-0.171109319,0.005507052
