basin,8,16,32,64,128
1139000,0.605848372,0.583527148,0.476528108,0.599282682,0.600701392
1139800,0.574232131,0.623350203,0.586120784,0.498330534,0.60662961
1142500,0.578722984,0.585651249,0.621026576,0.585764557,0.608396441
1144000,0.597721219,0.600444138,0.58830905,0.577159315,0.613581747
1162500,0.802326813,0.792225868,0.796954989,0.82337679,0.798694238
1169000,0.341556132,0.381513178,0.421241105,0.144828081,0.307645082
1170100,0.476677358,0.434113324,0.408638775,0.447515905,0.453357697
1181000,0.421277046,0.247163653,0.278729022,0.232245803,0.288450003
1187300,0.266566098,0.096463919,0.292964816,0.187582016,-0.016839027
1195100,0.147603571,0.149524987,0.263928473,0.183398843,0.143617928
1333000,0.38299638,0.508244991,0.424437582,0.443591774,0.315723836
1350000,0.280183792,0.303162038,0.222271621,0.134159088,0.336572051
1350080,0.267609417,0.415632367,0.405204177,0.318738043,0.352280736
1350140,0.251479983,-0.107560277,0.171444297,0.27652967,0.253342152
1365000,0.470600426,0.352707922,0.489994764,0.254514158,0.433350742
1411300,0.609715492,0.456065416,0.533445984,0.535076708,0.659949571
1413500,0.44321239,0.338173032,0.476192117,0.324287891,0.463760853
1414500,0.392953157,0.371918678,0.378928483,0.270082355,0.444167614
1415000,0.440648496,0.351729393,0.505484551,0.478973746,0.467757344
3010655,0.664652288,0.473989129,0.655460447,0.655130535,0.669161886
3011800,0.395569682,0.382266223,0.526104659,0.502553791,0.38359046
3015500,0.435162425,0.636806041,0.40863651,0.542142391,0.590956748
3021350,-0.116226554,-0.149336696,-0.049229026,0.145969689,0.082515717
3026500,0.3644104,0.439185917,0.370877028,0.31506294,0.33320719
3028000,0.442976475,0.47937268,0.508581996,0.502326101,0.444267988
3049000,0.380663455,0.385314047,0.382869303,0.30218935,0.153072655
3049800,0.071060598,0.122523606,0.38667345,0.334984541,0.245896876
3050000,0.262790859,0.226002753,0.19209367,0.25609678,0.231336594
3069500,0.295557439,0.261153221,0.239387512,0.343717158,0.273209214
3070500,0.313494742,0.305657029,-0.201807141,0.317563653,-0.020424962
3076600,0.405370593,0.308194101,0.376684964,0.538806289,0.270245314
3078000,0.333115458,0.320466042,0.217885315,0.374013424,0.246297777
3140000,0.155905187,-0.467431188,0.221049786,0.104673326,0.16095674
3144000,0.269484699,0.255842745,0.244328737,0.20159322,0.312994778
4074950,0.949588999,0.944033522,0.948488511,0.944733672,0.950353544
4105700,0.762027115,0.401602983,0.688716769,0.841085374,0.731332958
4115265,0.50241524,0.423116803,0.514827788,0.54757008,0.537326634
4122200,0.906107441,0.897042654,0.886504382,0.908226371,0.854078129
4122500,0.949923415,0.947218396,0.948201992,0.953683458,0.952544257
4127918,0.70699802,0.724484354,0.745939285,0.771728814,0.758403361
4127997,0.640164673,0.664784074,0.57555896,0.547354013,0.626216024
4161580,0.830531433,0.857870743,0.851832792,0.842626512,0.847998455
4185000,0.894764908,0.837722838,0.864956707,0.878032528,0.890605636
4196800,0.683712482,0.662003279,0.661721736,0.631069183,0.643687516
4197100,0.563363254,0.51995331,0.394527555,0.551176399,0.511622041
4197170,-0.080607653,-0.21243453,0.090814769,-0.652594328,-0.107144594
4213000,0.266316116,0.394518852,0.298925877,0.413996518,0.186862707
4213075,0.063036025,0.066922545,0.085856676,0.059107721,-0.20655942
4216418,0.138076842,0.31519717,0.170716584,0.30904901,0.124834359
4221000,0.457851708,0.371751308,0.44374609,0.253469348,0.452041805
4224775,0.178181827,0.180799961,0.204014778,0.296391487,0.275494754
4233000,0.137004852,0.289283514,0.301399469,0.275349379,0.382575035
4256000,0.602297544,0.535991341,0.594166428,0.598177612,0.509906024
4296000,0.749232173,0.64972797,0.726370454,0.816093743,0.755519092
8101000,0.039530694,0.083114326,0.174270034,-0.373711944,0.130147398
8103900,-0.400202513,-2.671465635,-0.119104147,0.08762008,-0.549326062
8104900,0.212902129,0.106861889,0.060692668,0.16006279,0.193819642
8109700,0.241993964,0.465901256,0.480044246,0.427299142,0.315721989
8150800,-1.084004402,-0.156396747,0.040580332,-0.867105603,0.012539864
8158700,0.308938086,0.27738595,0.035983086,0.055782199,0.17038095
8158810,0.316747844,0.088179529,0.212622225,0.091254771,0.230054557
8164300,0.281942844,0.24455595,0.285816312,0.261402488,0.233648777
8164600,0.410542607,0.139407873,0.284023881,-0.15547049,0.438943028
8165300,-1.776264191,-0.027266264,0.013079882,-2.694042921,-0.933195829
8171300,0.060864866,0.069660604,0.06772387,-0.085249543,0.09652549
8175000,0.451250911,0.352478921,0.380863488,0.246059835,0.139432967
8176900,0.235333502,0.128386915,-0.140924931,0.069015026,0.105163872
8178880,-1.425193071,-6.982413769,-4.897047997,-0.798026919,0.01304698
8189500,0.540275544,0.526257455,0.507254094,0.491638184,0.494725883
8190000,0.011386275,-0.034605861,0.054871559,-0.493351698,0.028662801
8190500,0.037136734,0.044092119,0.054728389,-1.053168297,0.02540946
8194200,-0.3036834,-0.947686434,0.334657073,-0.290630698,0.016124845
8195000,-0.309533,-0.080888152,0.038830578,0.03194952,-0.286011219
8196000,0.056541204,-0.096359849,0.048109293,0.016694427,-0.031208158
8198500,-0.884856701,-0.289440155,-93.13594055,0.143098354,-3.377100945
8200000,-6.292517662,-0.167231202,-2.561514854,0.193338037,0.162372231
8202700,-3.265902519,-0.065241694,-13.54676437,-0.034891725,-0.042502284
8267500,0.981395736,0.966460887,0.978800263,0.982230581,0.983731328
8269000,0.970727334,0.968025107,0.971588356,0.967040662,0.962564714
8271000,0.981454765,0.936320804,0.977220325,0.981532915,0.981284535
8324000,0.929064579,0.928175144,0.876944318,0.922498204,0.928918123
9081600,0.977350898,0.976414135,0.977558395,0.974766655,0.977670468
9107000,0.979724236,0.979563382,0.979132663,0.983315481,0.970883949
9210500,0.975698264,0.968175609,0.972158199,0.972101633,0.974284202
9223000,0.961756144,0.948853169,0.964808807,0.97808229,0.974775106
9306242,0.94000119,0.923843078,0.909342602,0.897797227,0.912655689
