basin,,,0.2,,,0.5,,0.7,0.8
3144000,,,0.193506777,,,0.033747256,,0.150966108,0.172687888
4074950,,,0.948963381,,,0.943323307,,0.94756956,0.945920527
4105700,,,0.826675251,,,0.33912605,,0.839260787,0.651119202
4115265,,,0.462928712,,,0.495408952,,0.488775611,0.489278138
4122200,,,0.903258003,,,0.89793504,,0.914326645,0.906346068
4122500,,,0.954354711,,,0.955573983,,0.953352842,0.947611451
4127918,,,0.769279346,,,0.705770522,,0.803709224,0.765631318
4127997,,,0.635851473,,,0.589460522,,0.625114113,0.600473911
4161580,,,0.836496025,,,0.851170599,,0.845452696,0.85453777
4185000,,,0.881873816,,,0.882894501,,0.885736339,0.872470364
4196800,,,0.726318926,,,0.693181217,,0.667745024,0.710597008
4197100,,,0.510293663,,,0.539164126,,0.45435518,0.543707162
4197170,,,0.05602479,,,-0.168558598,,0.013420045,-0.105396271
4213000,,,0.354221582,,,0.275077403,,0.321059763,0.410292625
4213075,,,-0.064090371,,,0.079793751,,-0.061187863,0.063237846
4216418,,,0.310388684,,,0.098115027,,0.321000755,0.22057122
4221000,,,0.450987995,,,0.373161376,,0.427605689,0.311312377
4224775,,,0.154216647,,,0.114126265,,0.286723971,0.187691391
4233000,,,0.285854399,,,0.329034805,,0.187845826,0.354453206
4256000,,,0.532694638,,,0.530887425,,0.630059034,0.666910052
4296000,,,0.738009721,,,0.740625411,,0.781957686,0.781795695
8101000,,,-0.040508986,,,0.144086659,,0.005601943,0.170321107
8103900,,,0.123285472,,,-0.01877892,,0.135887504,-0.254823089
8104900,,,0.100945711,,,0.108921528,,0.217116117,-0.022528529
8109700,,,0.145240903,,,0.291377485,,0.585393727,0.36415112
8150800,,,-0.370125771,,,-4.026229382,,-0.880975723,-2.033793926
8158700,,,0.383323848,,,0.35470742,,0.026770115,-0.07616055
8158810,,,0.234570682,,,0.238152266,,0.163204908,0.211616576
8164300,,,0.321471035,,,0.246437371,,0.349688768,0.303224504
8164600,,,0.317405999,,,0.357836366,,0.470743537,0.378144145
8165300,,,0.027034998,,,-4.732611656,,-0.152095675,0.016626179
8171300,,,0.187862754,,,-0.077824354,,-0.082181215,-0.014626145
8175000,,,0.502819538,,,0.41154176,,0.59027791,0.241101384
8176900,,,0.101148963,,,0.086676896,,0.056517005,0.167438209
8178880,,,-0.444955349,,,-2.126977205,,-1.030983925,-1.451777697
8189500,,,0.472091675,,,0.404113591,,0.385562599,0.176647902
8190000,,,0.18822968,,,0.081225336,,0.045906842,0.08744818
8190500,,,0.069007277,,,0.047459364,,0.034434021,0.123747408
8194200,,,0.474827945,,,0.139113009,,-0.311476827,-0.110354781
8195000,,,0.036812901,,,0.065075755,,-0.380631685,0.015059769
8196000,,,0.062567472,,,0.014437318,,-0.362180948,0.040999889
8198500,,,0.072715282,,,-11.07663918,,-0.54438889,-2.412290096
8200000,,,0.166297495,,,0.172928631,,0.093677461,0.034862339
8202700,,,-0.190880418,,,-0.332983255,,-0.538129926,-0.022187829
8267500,,,0.983701197,,,0.983557019,,0.984681563,0.980106357
8269000,,,0.972049782,,,0.968671031,,0.968088776,0.962668486
8271000,,,0.979870867,,,0.980316484,,0.982955486,0.971317435
8324000,,,0.928323254,,,0.920943789,,0.934124172,0.92859292
9081600,,,0.975097138,,,0.974332754,,0.974860158,0.972376486
9107000,,,0.982892625,,,0.96387561,,0.978597676,0.976353543
9210500,,,0.971546441,,,0.972097393,,0.972740637,0.972527416
9223000,,,0.973793386,,,0.957606684,,0.967853047,0.969375653
9306242,,,0.930907503,,,0.920841508,,0.945635237,0.924501143
9312600,,,0.987835418,,,0.98735096,,0.988759165,0.990260388
9497980,,,0.035602152,,,-0.131983399,,-0.081202388,-0.028096318
9505350,,,0.222059309,,,-1.93076992,,0.257017612,0.157462239
9505800,,,-0.152677059,,,-13.54955959,,0.24153161,-0.027680993
9508300,,,-0.048189044,,,-0.091462731,,-0.601597786,-0.397292852
9510200,,,0.094132662,,,-0.866097927,,-0.038344145,0.010996103
9512280,,,0.256074309,,,-0.1933676,,-0.047033787,0.031643331
9513780,,,0.190020621,,,-0.033368587,,0.075152457,0.147910357
10234500,,,0.967261847,,,0.971994529,,0.966730088,0.973744409
10244950,,,0.988356666,,,0.989179642,,0.99207426,0.991535462
10336645,,,0.752855018,,,0.727621257,,0.80318132,0.847316742
10336660,,,0.607197344,,,0.578469366,,0.634685934,0.601699024
10343500,,,0.69031176,,,0.638955593,,0.674231321,0.518394202
12010000,,,0.597753406,,,0.523509473,,0.54379347,0.588920474
,,,0.411,,,-0.012,,0.380,0.357
