basin,,,0.2,,,0.5,,0.7,0.8
1139000,,,0.553402901,,,0.550524414,,0.597502172,0.54989922
1139800,,,0.499579012,,,0.593159407,,0.533205152,0.610188931
1142500,,,0.536613077,,,0.581212699,,0.585514247,0.599552482
1144000,,,0.598411202,,,0.624920964,,0.638629347,0.551009595
1162500,,,0.788230821,,,0.752117738,,0.807000265,0.786640868
1169000,,,0.358616412,,,0.243554771,,0.421067297,0.304245353
1170100,,,0.378508985,,,0.415174663,,0.487295985,0.440636098
1181000,,,0.269450009,,,0.172374606,,0.445410848,0.356274962
1187300,,,0.165231764,,,0.282333732,,0.322611868,0.271644413
1195100,,,0.146608829,,,0.285953999,,0.278187633,0.336469352
1333000,,,0.561872154,,,0.447766066,,0.483419538,0.565058917
1350000,,,0.343718827,,,0.214760661,,0.306520462,0.300973415
1350080,,,0.361126781,,,0.383171618,,0.308409095,0.330678284
1350140,,,0.379374206,,,-0.255149722,,0.23077786,0.370898485
1365000,,,0.215290904,,,0.128411889,,0.431189001,0.425253808
1411300,,,0.635996372,,,0.580284834,,0.632611811,0.419021249
1413500,,,0.360096455,,,0.412030637,,0.454930663,0.46495378
1414500,,,0.144444287,,,0.398679495,,0.372280896,0.413247824
1415000,,,0.374678671,,,0.262743056,,0.451952577,0.537499279
3010655,,,0.549862742,,,0.43989259,,0.562970549,0.619353473
3011800,,,0.446931362,,,0.461829722,,0.378154635,0.476703107
3015500,,,0.619192719,,,0.541969597,,0.582593054,0.65007025
3021350,,,-0.280062318,,,-0.208981872,,-0.351277351,0.329038501
3026500,,,0.383232415,,,0.378226936,,0.349589288,0.347145438
3028000,,,0.477179825,,,0.493588328,,0.393094718,0.432690501
3049000,,,0.097338974,,,0.377512574,,0.351645172,0.393815637
3049800,,,0.05628407,,,-0.176287889,,0.312975407,0.150402069
3050000,,,0.414926589,,,0.2399472,,0.317964137,0.337372839
3069500,,,0.360732436,,,0.364250064,,0.350777149,0.365469754
3070500,,,0.048188925,,,0.052460015,,0.442675769,0.314112604
3076600,,,0.422352433,,,0.38066417,,0.3485111,0.567651182
3078000,,,0.404567182,,,0.273506343,,0.475143671,0.463972867
3140000,,,0.112855196,,,-0.227933407,,0.200829446,0.277096093
