basin,1,364
1139000,0.652186066,0.474191546
1139800,0.676549435,0.508615315
1142500,0.668571353,0.595476091
1144000,0.690973997,0.453633249
1162500,0.803991601,0.791519374
1169000,0.536170572,0.218298554
1170100,0.548871726,0.433921933
1181000,0.50884223,0.296521246
1187300,0.387231767,0.198385894
1195100,0.429605842,0.221630871
1333000,0.707714498,0.312785089
1350000,0.387689948,0.315521538
1350080,0.525929987,0.356284678
1350140,0.575037658,0.318421483
1365000,0.547501802,0.303126752
1411300,0.694081247,0.627197325
1413500,0.564933449,0.441390276
1414500,0.522825778,0.432630181
1415000,0.593584716,0.511417657
3010655,0.712414891,0.618886828
3011800,0.62866506,0.341251969
3015500,0.672808886,0.509987891
3021350,0.476676464,0.158998311
3026500,0.554672688,0.382006824
3028000,0.620617896,0.538396418
3049000,0.567648798,0.387245297
3049800,0.426265419,0.211310506
3050000,0.458113015,0.208255827
3069500,0.462242365,0.235499144
3070500,0.561887175,0.168917596
3076600,0.690837801,0.321768403
3078000,0.582239509,0.275642335
3140000,0.365484655,0.081007719
3144000,0.425228238,0.020174086
4074950,0.939346716,0.951010648
4105700,0.840116367,0.759608492
4115265,0.600231618,0.52741015
4122200,0.903774634,0.916017771
4122500,0.939182509,0.957156368
4127918,0.817249805,0.751129776
4127997,0.663707316,0.585182488
4161580,0.845316857,0.852740347
4185000,0.854043186,0.86520119
4196800,0.683532596,0.682256013
4197100,0.602683127,0.484538078
4197170,0.278187156,-0.244097352
4213000,0.538365513,0.380733609
4213075,0.265089035,-0.060917497
4216418,0.438316882,0.109682024
4221000,0.582047254,0.332253397
4224775,0.49029094,0.160621524
4233000,0.493207932,0.301326573
4256000,0.67750138,0.535525203
4296000,0.809654281,0.722773612
8101000,0.189716458,-0.120985746
8103900,0.309381723,-1.056522369
8104900,0.280000806,0.023828626
8109700,0.542147219,0.38577944
8150800,-0.00639379,-0.366586685
8158700,0.42349714,0.265289307
8158810,0.294023514,0.21931529
8164300,0.341902614,0.222509801
8164600,0.321550786,0.365862608
8165300,-0.019775867,-1.491406918
8171300,0.277016997,0.220068455
8175000,0.453702092,0.494999528
8176900,0.218883336,0.037485242
8178880,0.330897391,-7.542936325
8189500,0.510391891,0.548748702
8190000,0.071354508,-0.0792346
8190500,-0.009432673,0.070283175
8194200,0.473657012,-0.538445234
8195000,0.057983696,-1.998075485
8196000,0.007997692,-1.475209236
8198500,0.165553868,-0.861951709
8200000,0.179655433,0.117377937
8202700,-0.025677204,-0.261372447
8267500,0.980326306,0.983989716
8269000,0.966523264,0.972737907
8271000,0.976703199,0.981797306
8324000,0.932099894,0.928897649
9081600,0.974214213,0.972340975
9107000,0.978909058,0.975124909
9210500,0.967581168,0.972138152
9223000,0.977246504,0.967869379
9306242,0.97401423,0.911768295
9312600,0.985629595,0.988769541
9497980,0.434575856,-0.796874523
9505350,0.359782457,-0.247835159
9505800,0.296503603,-6.076593876
9508300,0.26890707,0.112606347
9510200,0.340760827,-0.252584338
9512280,0.274793625,0.051479042
9513780,0.256272793,0.097161829
10234500,0.966949098,0.969466982
10244950,0.981456159,0.99029185
10336645,0.762131363,0.388903797
10336660,0.596514612,0.393524051
10343500,0.682420015,0.596735388
12010000,0.503989518,0.557560742
,0.543162807,0.164585679
