basin,NSE
1139000,0.54989922
1139800,0.610188931
1142500,0.599552482
1144000,0.551009595
1162500,0.786640868
1169000,0.304245353
1170100,0.440636098
1181000,0.356274962
1187300,0.271644413
1195100,0.336469352
1333000,0.565058917
1350000,0.300973415
1350080,0.330678284
1350140,0.370898485
1365000,0.425253808
1411300,0.419021249
1413500,0.46495378
1414500,0.413247824
1415000,0.537499279
3010655,0.619353473
3011800,0.476703107
3015500,0.65007025
3021350,0.329038501
3026500,0.347145438
3028000,0.432690501
3049000,0.393815637
3049800,0.150402069
3050000,0.337372839
3069500,0.365469754
3070500,0.314112604
3076600,0.567651182
3078000,0.463972867
3140000,0.277096093
3144000,0.172687888
4074950,0.945920527
4105700,0.651119202
4115265,0.489278138
4122200,0.906346068
4122500,0.947611451
4127918,0.765631318
4127997,0.600473911
4161580,0.85453777
4185000,0.872470364
4196800,0.710597008
4197100,0.543707162
4197170,-0.105396271
4213000,0.410292625
4213075,0.063237846
4216418,0.22057122
4221000,0.311312377
4224775,0.187691391
4233000,0.354453206
4256000,0.666910052
4296000,0.781795695
8101000,0.170321107
8103900,-0.254823089
8104900,-0.022528529
8109700,0.36415112
8150800,-2.033793926
8158700,-0.07616055
8158810,0.211616576
8164300,0.303224504
8164600,0.378144145
8165300,0.016626179
8171300,-0.014626145
8175000,0.241101384
8176900,0.167438209
8178880,-1.451777697
8189500,0.176647902
8190000,0.08744818
8190500,0.123747408
8194200,-0.110354781
8195000,0.015059769
8196000,0.040999889
8198500,-2.412290096
8200000,0.034862339
8202700,-0.022187829
8267500,0.980106357
8269000,0.962668486
8271000,0.971317435
8324000,0.92859292
9081600,0.972376486
9107000,0.976353543
9210500,0.972527416
9223000,0.969375653
9306242,0.924501143
9312600,0.990260388
9497980,-0.028096318
9505350,0.157462239
9505800,-0.027680993
9508300,-0.397292852
9510200,0.010996103
9512280,0.031643331
9513780,0.147910357
10234500,0.973744409
10244950,0.991535462
10336645,0.847316742
10336660,0.601699024
10343500,0.518394202
12010000,0.588920474
,0.357077677
