basin,NSE
1139000,0.512789369
1139800,0.547328174
1142500,0.531207621
1144000,0.622546852
1162500,0.798882708
1169000,0.122250438
1170100,0.427936733
1181000,0.114183247
1187300,0.283307195
1195100,0.103900373
1333000,0.369426906
1350000,0.273553491
1350080,0.38328433
1350140,0.287122726
1365000,0.388901591
1411300,0.566347003
1413500,0.245079756
1414500,0.418864787
1415000,0.398863494
3010655,0.644205332
3011800,0.224211812
3015500,0.573020667
3021350,-0.027335167
3026500,0.406019747
3028000,0.450389206
3049000,0.221340358
3049800,0.290550172
3050000,0.090526223
3069500,0.347695649
3070500,0.138674021
3076600,0.268729091
3078000,0.356750131
3140000,-0.133052349
3144000,0.029081583
4074950,0.951357022
4105700,0.793555394
4115265,0.566303074
4122200,0.914713025
4122500,0.955255512
4127918,0.692601442
4127997,0.605396837
4161580,0.854052365
4185000,0.900154747
4196800,0.718654603
4197100,0.465271413
4197170,-0.003039718
4213000,0.385401249
4213075,-0.089417934
4216418,0.066741109
4221000,0.431010246
4224775,0.296728849
4233000,0.152700782
4256000,0.550039321
4296000,0.772298634
8101000,0.168615818
8103900,0.099518716
8104900,-0.086786866
8109700,0.450392723
8150800,-10.2178545
8158700,0.209581792
8158810,0.200214624
8164300,0.235966325
8164600,0.379641175
8165300,-0.086884499
8171300,0.234098852
8175000,0.297389209
8176900,0.285592139
8178880,-7.866950989
8189500,0.536728263
8190000,0.11806339
8190500,0.015423238
8194200,-3.297151566
8195000,-1.879977226
8196000,-0.007385969
8198500,-3.790638924
8200000,-2.260663033
8202700,-0.077316761
8267500,0.980888627
8269000,0.964933507
8271000,0.97969785
8324000,0.929104544
9081600,0.976770421
9107000,0.982311148
9210500,0.974073606
9223000,0.969088413
9306242,0.887978457
9312600,0.987997176
9497980,-5.773821831
9505350,-1.901991844
9505800,-2.864541769
9508300,0.081097126
9510200,-0.164039493
9512280,-2.0880301
9513780,0.072556376
10234500,0.969297571
10244950,0.987415804
10336645,0.735069722
10336660,0.526373267
10343500,0.635583431
12010000,0.591992915
,-0.026442179
