basin,NSE
1139000,0.640722781
1139800,0.680371583
1142500,0.656820357
1144000,0.68019858
1162500,0.815342695
1169000,0.534652293
1170100,0.551300168
1181000,0.506008208
1187300,0.381980538
1195100,0.417712986
1333000,0.581681043
1350000,0.394869447
1350080,0.500540048
1350140,0.531911284
1365000,0.518718958
1411300,0.684192032
1413500,0.554295748
1414500,0.447394192
1415000,0.575282663
3010655,0.70363453
3011800,0.6354267
3015500,0.690573931
3021350,0.473994911
3026500,0.558139205
3028000,0.625095636
3049000,0.497183204
3049800,0.405381382
3050000,0.461995125
3069500,0.452365816
3070500,0.554237604
3076600,0.656873554
3078000,0.549059987
3140000,0.392390609
3144000,0.352383792
4074950,0.949403387
4105700,0.850872964
4115265,0.584936351
4122200,0.912426293
4122500,0.948483173
4127918,0.817082033
4127997,0.678834558
4161580,0.858942553
4185000,0.881481111
4196800,0.637746245
4197100,0.6114344
4197170,0.189801455
4213000,0.5219616
4213075,0.282375455
4216418,0.435782015
4221000,0.569837302
4224775,0.435917139
4233000,0.44798249
4256000,0.66337052
4296000,0.82419917
8101000,-0.274069786
8103900,0.164914429
8104900,0.169139087
8109700,0.482766211
8150800,-0.245554686
8158700,0.482036591
8158810,0.139395237
8164300,0.347604215
8164600,0.301401675
8165300,0.050840259
8171300,0.024098754
8175000,0.482860029
8176900,0.070503712
8178880,-0.067567706
8189500,0.526789933
8190000,-0.773076057
8190500,-0.06541872
8194200,-12.14848042
8195000,0.024610221
8196000,0.040598869
8198500,0.160283923
8200000,0.167899907
8202700,-0.004897714
8267500,0.983036848
8269000,0.969710585
8271000,0.980926905
8324000,0.936239861
9081600,0.973380396
9107000,0.980809182
9210500,0.97202081
9223000,0.971648756
9306242,0.942854993
9312600,0.990590949
9497980,0.492994785
9505350,0.320272267
9505800,0.171516716
9508300,0.129048526
9510200,0.22322762
9512280,0.144478977
9513780,0.15719533
10234500,0.971958574
10244950,0.993237779
10336645,0.706572503
10336660,0.644754648
10343500,0.692626446
12010000,0.653059304
,0.378244425
