basin,NSE
1139000,0.55287841
1139800,0.62558338
1142500,0.58497256
1144000,0.641911626
1162500,0.774040148
1169000,0.364166439
1170100,0.467502415
1181000,0.355957448
1187300,0.286231697
1195100,0.308144748
1333000,0.538480192
1350000,0.096679449
1350080,0.414459169
1350140,0.291840315
1365000,0.328074872
1411300,0.634952456
1413500,0.377939761
1414500,0.01573509
1415000,0.408950448
3010655,0.707889706
3011800,0.574752361
3015500,0.616005599
3021350,0.190356195
3026500,0.482163966
3028000,0.51149556
3049000,0.46708715
3049800,0.262301803
3050000,0.323761165
3069500,0.31064111
3070500,0.242099285
3076600,0.433290124
3078000,0.438439369
3140000,0.281487644
3144000,0.299786806
4074950,0.943706755
4105700,0.850615174
4115265,0.483787
4122200,0.9070815
4122500,0.94222163
4127918,0.762326226
4127997,0.672020108
4161580,0.84686996
4185000,0.878774464
4196800,0.668464065
4197100,0.565885782
4197170,-0.088587165
4213000,0.343931317
4213075,0.142242074
4216418,0.324635267
4221000,0.436427295
4224775,0.373926878
4233000,0.32128334
4256000,0.509128124
4296000,0.707576513
8101000,0.128688931
8103900,-0.298763156
8104900,0.181245446
8109700,0.391881526
8150800,-1.656113625
8158700,0.150539398
8158810,0.037635744
8164300,0.174138069
8164600,0.358493149
8165300,-0.202204943
8171300,-0.472780943
8175000,0.44001615
8176900,0.119557798
8178880,0.294633687
8189500,0.604352355
8190000,-0.4109658
8190500,0.044534147
8194200,0.37247467
8195000,0.076084554
8196000,0.036065519
8198500,0.102742732
8200000,0.146865904
8202700,-0.004286647
8267500,0.967959259
8269000,0.966509465
8271000,0.959006801
8324000,0.908999972
9081600,0.958704907
9107000,0.954004277
9210500,0.965794884
9223000,0.961994845
9306242,0.859419093
9312600,0.985301111
9497980,-0.10892415
9505350,-0.221369147
9505800,-0.214273691
9508300,-0.098521352
9510200,-0.609709024
9512280,-0.905344009
9513780,0.068911493
10234500,0.96737105
10244950,0.985098599
10336645,0.785393015
10336660,0.561676413
10343500,0.606470257
12010000,0.419493973
,0.381411775
