basin,4,,16,32,64,128,256,512
1139000,0.645403177,,-0.446809292,0.586650312,0.612185836,0.608807415,0.586708426,0.585321128
1139800,0.670001447,,-0.52888298,0.617028892,0.63073352,0.624278873,0.590488136,0.650063902
1142500,0.665922731,,-0.365614057,0.565785885,0.620459527,0.563254863,0.492669344,0.60665527
1144000,0.659795195,,-0.376515865,0.632499069,0.629614443,0.651839048,0.501249999,0.556996703
1162500,0.715584785,,-0.371365786,0.722772658,0.720957607,0.799564749,0.807192713,0.812099129
1169000,0.527372897,,-0.321471095,0.393405616,0.262512207,0.514862716,0.28695178,0.321639836
1170100,0.550367564,,-0.339091778,0.244507492,0.484788477,0.54289335,0.342926264,0.431265593
1181000,0.477836668,,-0.313229084,0.430066943,0.436256409,0.489155412,0.27386266,0.249476612
1187300,0.367489159,,-0.227808118,0.301918924,0.242805123,0.161418617,0.19501245,-0.0308429
1195100,0.405882955,,-0.277119756,0.310964823,0.328900874,0.391746879,0.240466714,-0.06859076
1333000,0.700390995,,-0.446203232,0.660162032,0.67009142,-1.961558342,0.482643902,0.623523325
1350000,0.331129551,,-0.173872232,0.280502379,0.327518165,0.356482208,0.168406308,0.146537423
1350080,0.49675101,,-0.174894214,0.424880028,0.410261333,0.365270853,0.352487266,0.20834744
1350140,0.544400185,,-0.155498028,0.411334515,0.446885645,0.439989328,0.135248721,0.271575212
1365000,0.529189467,,-0.405387878,0.46289742,0.490673959,0.376972675,0.423284411,0.327483118
1411300,0.696461141,,-0.541220307,0.636910349,0.626001418,0.586635858,0.615156859,0.652362078
1413500,0.524737686,,-0.271642327,0.409786344,0.459109783,0.527878314,0.388760269,0.433489442
1414500,0.490484774,,-0.30038023,0.451165617,0.33054179,0.494647622,0.370388746,0.369787276
1415000,0.573117405,,-0.284940958,0.377137482,0.487473905,0.527704895,0.54505825,0.451219976
3010655,0.695709497,,-0.25377214,0.663256079,0.651005924,0.679033577,0.448762119,0.496480227
3011800,0.618282706,,-0.435396671,0.599225998,0.592124164,0.588607728,0.477421224,0.52772966
3015500,0.663264722,,-0.344213605,0.650492728,0.587057114,0.681118459,0.532177597,0.572258621
3021350,0.406578481,,-0.244037986,0.279842436,0.324916005,0.451229274,-0.409157515,-0.054044247
3026500,0.53414315,,-0.34569931,0.398419678,0.474450469,0.517999858,0.249542534,0.42672199
3028000,0.609677076,,-0.392383575,0.515075982,0.603408664,0.540218711,0.369341254,0.476792514
3049000,0.559137642,,-0.232614636,0.518784225,0.448563755,0.552641839,0.303953052,0.28772223
3049800,0.361218572,,-0.138988853,-0.175103188,0.414382875,0.087843597,0.17477423,0.251280069
3050000,0.428946674,,-0.216536403,0.264217734,0.359394789,0.425084233,0.302850485,0.192728996
3069500,0.438312769,,-0.304203391,0.298091233,0.23684603,0.425992072,0.382865787,0.253687143
3070500,0.553249657,,-0.338746071,0.446066856,0.041671097,0.510093033,0.206009388,-0.080881476
3076600,0.667583585,,-0.332220316,0.522981733,0.624413878,0.412382543,0.460216999,0.294453561
3078000,0.557515442,,-0.331585169,0.534187317,0.499377489,0.326847255,0.367366195,0.26187849
3140000,0.343169391,,-0.095036626,-0.262252927,0.183242917,0.284719527,0.204540193,0.163401663
3144000,0.400577366,,-0.085836291,0.433046162,0.290537596,0.253351212,0.265853882,0.224123061
4074950,0.94760441,,-1.223788023,0.942348126,0.949078001,0.950278308,0.942556601,0.948880237
4105700,0.848879829,,-3.455411911,0.849949971,0.850826696,0.852144316,0.834489748,0.779490098
4115265,0.593513817,,-0.775663137,0.585329205,0.561149955,0.578617543,0.543360204,0.504620403
4122200,0.911754996,,-2.642372608,0.90813943,0.911174946,0.906508259,0.911912419,0.9109625
4122500,0.948902205,,-3.237671852,0.941484589,0.945554011,0.949973386,0.956006896,0.949903499
4127918,0.810463518,,-0.286519408,0.763244823,0.77858834,0.75950931,0.75073041,0.770565465
4127997,0.678393185,,-5.667124748,0.666099817,0.667610794,0.671593219,0.659096658,0.655210763
4161580,0.84308444,,-0.222780585,0.842251047,0.85127908,0.837021574,0.856424525,0.855389982
4185000,0.843932182,,-0.15525949,0.821560353,0.859866783,0.851610914,0.868435875,0.854637533
4196800,0.690316826,,-0.067903638,0.513159543,0.63623485,0.678184599,0.678820401,0.686621368
4197100,0.585786343,,-0.07169497,0.475347817,0.130296409,0.593000174,0.559769392,0.435162842
4197170,0.257630169,,-0.035646081,0.242159307,-0.127560854,0.103420973,0.025257707,-0.153083205
4213000,0.526103348,,-0.185803056,0.449851215,0.463597,0.45604223,0.330685794,0.332960069
4213075,0.261653483,,-0.160312891,0.060072422,-0.052798748,-0.517361641,0.018091023,0.169688344
4216418,0.407657087,,-0.191729069,0.381089926,0.287979722,0.3718279,0.19248867,0.181284249
4221000,0.530927062,,-0.203681827,0.256267607,0.424154639,0.509292871,0.255079687,0.284701347
4224775,0.371324062,,-0.161437511,0.257329226,0.332346678,0.427088439,0.276953638,0.180944979
4233000,0.393065214,,-0.180975914,0.333847404,0.363777757,0.366069555,0.370864272,0.204694927
4256000,0.660218179,,-0.44262588,0.636761725,0.646998167,0.568190843,0.524186492,0.565494567
4296000,0.802275762,,-0.398830295,0.807527617,0.793687284,0.80269365,0.659484774,0.773383319
8101000,0.212779939,,-0.000344038,0.298041642,0.04662925,0.047688961,0.009707451,0.073742568
8103900,0.291126907,,-0.000533104,0.053741455,0.009894133,0.108114362,-0.04768157,-0.289327979
8104900,0.149853408,,-0.002164125,0.059292138,-1.216377974,0.062285185,0.020523906,-1.13005805
8109700,0.360720158,,-0.00265801,0.38345176,0.075702727,-0.054551959,0.40512377,0.445603251
8150800,-0.128610015,,-0.071658134,-0.015948772,-0.025667548,-0.104141116,-0.388023138,-2.16238308
8158700,0.458833456,,-0.00604105,0.44584769,0.116615772,0.261711895,0.36803478,0.044469416
