basin,NSE
1139000,-0.003524661
1139800,-0.049842358
1142500,-0.021903157
1144000,-0.037492156
1162500,-0.032735586
1169000,-0.004986763
1170100,-0.013689756
1181000,-0.004981041
1187300,-0.011617899
1195100,-0.014388442
1333000,-0.059759617
1350000,0.009671986
1350080,0.004366636
1350140,-0.003428221
1365000,-0.006901741
1411300,-0.01755774
1413500,0.008704305
1414500,0.004351079
1415000,-0.030507922
3010655,-0.006787539
3011800,0.003648996
3015500,0.003914893
3021350,0.002848864
3026500,0.0012995
3028000,-0.0016644
3049000,0.018198133
3049800,0.022530019
3050000,-0.004270077
3069500,-0.00380373
3070500,-0.002119303
3076600,0.030064523
3078000,0.015523493
3140000,-0.025930166
3144000,-0.005448937
4074950,-0.136873245
4105700,-0.389312148
4115265,-0.084638596
4122200,-0.078486681
4122500,-0.098585486
4127918,-0.034696341
4127997,-0.287814617
4161580,-0.033219457
4185000,-0.011504173
4196800,-0.001429319
4197100,-0.018212676
4197170,-0.007489562
4213000,0.006668985
4213075,0.011276901
4216418,-0.018591404
4221000,-0.020165086
4224775,0.005507052
4233000,-0.044976473
4256000,0.004531026
4296000,-0.000890851
8101000,-0.001913786
8103900,-0.009034514
8104900,-0.002511144
8109700,0.014740407
8150800,0.001848459
8158700,0.012816668
8158810,0.005639613
8164300,0.002941906
8164600,-0.004447103
8165300,-0.000549197
8171300,0.017933786
8175000,0.00548166
8176900,0.001832962
8178880,0.021311164
8189500,0.004718542
8190000,0.001131117
8190500,-0.000430703
8194200,-0.02573061
8195000,0.012809038
8196000,0.001424789
8198500,0.00846535
8200000,-0.000962257
8202700,-0.009510875
8267500,-0.156293154
8269000,-0.141065717
8271000,-0.196428776
8324000,-0.076705337
9081600,-0.018043399
9107000,-0.018605828
9210500,0.070922732
9223000,-0.009716511
9306242,-0.134665012
9312600,-0.068054676
9497980,-0.022634864
9505350,-0.003125906
9505800,-0.001080155
9508300,-0.004805565
9510200,0.003305078
9512280,-0.009298205
9513780,-0.007083774
10234500,-0.056267858
10244950,-0.672707915
10336645,0.036827803
10336660,0.037397087
10343500,0.015442669
12010000,0.004812717
,-0.028469902
